Sector,Area,Unit_Id,Unit_Process,Output_Category,Output,Output_Amount,Output_Unit
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,266,Peleburan,Emission,Carbon Dioxide (CO2),2294565,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,266,Peleburan,Emission,Waste,40343000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,266,Peleburan,Emission,Wastewater,32213000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,266,Peleburan,Emission,Feedwater,632000,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,267,Eutatic Refining,Waste,Crude Tin,23925000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,267,Eutatic Refining,Waste,Dross,40343000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,267,Eutatic Refining,Emission,Carbon Dioxide (CO2),3526636,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,267,Eutatic Refining,Emission,Nitrogen Dioxide (NO2),4190,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,267,Eutatic Refining,Emission,Particulates,3180,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,267,Eutatic Refining,Emission,Sulfur Dioxide (SO2),3710,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,267,Eutatic Refining,Emission,Feedwater,33034000,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,268,Flame Oven,Waste,Crude Tin,725000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,268,Flame Oven,Waste,Dross,39618000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,268,Flame Oven,Emission,Carbon Dioxide (CO2),1619599,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,269,Electrolitic Refining,Waste,Refined Tin,725000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,269,Electrolitic Refining,Emission,Carbon Dioxide (CO2),812018,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,269,Electrolitic Refining,Emission,Feedwater,1171000,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,269,Electrolitic Refining,Waste,Scrap,15010,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,269,Electrolitic Refining,Waste,Kemasan Eks Kimia (Plastik),1352,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,270,Pyrorefining,Waste,Refined Tin,23200000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,270,Pyrorefining,Emission,Carbon Dioxide (CO2),499642,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,271,Casting,Waste,Ingot Tin (Casting),23925000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,271,Casting,Emission,Feedwater,9873000,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,272,Gudang,Waste,Plat Stripping,181000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,272,Gudang,Waste,Plastic,47000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,272,Gudang,Emission,Carbon Dioxide (CO2),74821,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,272,Gudang,Waste,Sampah Plastik,952,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,272,Gudang,Waste,Waste Lube Oil,748,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,273,Pengapalan,Waste,Tin,23925000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,274,Office & Mess,Waste,Grey Water,14878910,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,274,Office & Mess,Waste,Sampah Organik,1235,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,274,Office & Mess,Waste,Ranting dan Daun,1297,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,274,Office & Mess,Waste,Paper,510,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,274,Office & Mess,Waste,Waste,3090,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,275,Waste Pool,Emission,Wastewater,4388000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,275,Waste Pool,Emission,Beban Outlet,0.09,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,276,Waste Pool,Emission,Wastewater,5347000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,276,Waste Pool,Emission,Beban Outlet,0.5,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,277,Waste Pool,Emission,Wastewater,6312000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,277,Waste Pool,Emission,Beban Outlet,283,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,278,Ore Getting,Waste,Material Tanah,33709809000,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,278,Ore Getting,Emission,Carbon Dioxide (CO2),21630680.27,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,278,Ore Getting,Emission,Sulfur Dioxide (SO2),3420000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,278,Ore Getting,Emission,Carbon Monoxide (CO),30205000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,278,Ore Getting,Emission,Feedwater,2359224764,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,279,Mineral Processing,Waste,Konsentrat,10878000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,279,Mineral Processing,Emission,Carbon Dioxide (CO2),14420000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,279,Mineral Processing,Emission,Sulfur Dioxide (SO2),2280,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,279,Mineral Processing,Emission,Carbon Monoxide (CO),20137,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,279,Mineral Processing,Emission,Material Tanah,33688053000,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,279,Mineral Processing,Emission,Feedwater,40620319000,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,280,Pengangkutan,Emission,Carbon Dioxide (CO2),7203000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,281,Pengangkutan,Emission,Carbon Dioxide (CO2),1040,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,282,Stripping,Waste,Tin,5260661000,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,282,Stripping,Emission,Carbon Dioxide (CO2),2060078,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,283,Pengangkutan,Emission,Carbon Dioxide (CO2),108145,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,284,Ore Getting,Product,Ore Mineral Processing,2016041000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,284,Ore Getting,Emission,Carbon Dioxide (CO2),265250,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,284,Ore Getting,Emission,Feedwater,6900185000,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,284,Ore Getting,Emission,Waste,860650,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,285,Pengangkutan,Emission,Carbon Dioxide (CO2),290715,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,286,Mineral Processing,Waste,Konsentrat,11410000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,286,Mineral Processing,Emission,Carbon Dioxide (CO2),68303000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,286,Mineral Processing,Emission,Feedwater,5660972000,liter
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,286,Mineral Processing,Emission,Waste,2004631000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,287,Pengangkutan,Waste,Bijih Timah,11410000,kg
Mining,PT Timah Unit Metalurgi (Unmet) Muntok,287,Pengangkutan,Emission,Carbon Dioxide (CO2),344412,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,288,Penerimaan,Waste,Konsentrat,6224933,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,288,Penerimaan,Waste,SHP,11799710,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,288,Penerimaan,Emission,Jumbo Bag,560,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,288,Penerimaan,Emission,Kampil Bekas,1120,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,288,Penerimaan,Emission,Tali Rafia,140,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,288,Penerimaan,Emission,Carbon Dioxide (CO2),2820,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,289,Orebin,Waste,SHP,11799710,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,289,Orebin,Emission,Feedwater,62723,liter
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,289,Orebin,Emission,Carbon Dioxide (CO2),13500,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,290,Harz Jig,Waste,Konsentrat,3497000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,290,Harz Jig,Waste,SHP,337000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,290,Harz Jig,Waste,Pasir,14190650,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,290,Harz Jig,Waste,Pipa Besi Bekas Penggantian Alat,220,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,290,Harz Jig,Emission,Feedwater,138954,liter
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,291,Rotary Dryer,Waste,Konsentrat,3497000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,291,Rotary Dryer,Waste,SHP,337000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,291,Rotary Dryer,Waste,Pipa Besi Bekas Penggantian Alat,500,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,291,Rotary Dryer,Emission,Nitrogen Oxide (NOx),2555.5,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,291,Rotary Dryer,Emission,Particulates,352,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,291,Rotary Dryer,Emission,Sulfur Dioxide (SO2),1164.6,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,291,Rotary Dryer,Emission,Carbon Dioxide (CO2),60140.3,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,292,Magnetic Separator,Waste,Konsentrat,3292280,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,292,Magnetic Separator,Waste,SHP,171000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,292,Magnetic Separator,Waste,Ilmenite LG,370490,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,293,Air Table,Waste,Konsentrat,171000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,293,Air Table,Emission,Carbon Monoxide (CO),490,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,293,Air Table,Emission,Nitrogen Dioxide (NO2),1120,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,293,Air Table,Emission,Particulates,210,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,293,Air Table,Emission,Sulfur Dioxide (SO2),80,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,294,Mixing,Waste,Komposisi Charging Tanur,18619980,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,294,Mixing,Waste,Waste,260,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,294,Mixing,Emission,Carbon Dioxide (CO2),52780,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,295,Peleburan,Waste,Crude Tin,2679000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,295,Peleburan,Waste,Backlog,13780000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,295,Peleburan,Waste,Sisa Centong Tapping,170,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,295,Peleburan,Waste,Sisa Pipa Tapping,2000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,295,Peleburan,Waste,Sisa Besi Rubbling,3870,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,295,Peleburan,Waste,Waste,630,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,295,Peleburan,Emission,Particulates,820,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,295,Peleburan,Emission,Carbon Dioxide (CO2),307660,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,295,Peleburan,Emission,Nitrogen Oxide (NOx),5860,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,295,Peleburan,Emission,Sulfur Dioxide (SO2),1320,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,295,Peleburan,Emission,Wastewater,250.98,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,296,Rafinasi,Waste,Refined Tin,2602000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,296,Rafinasi,Waste,Dross,482000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,296,Rafinasi,Emission,Nitrogen Oxide (NOx),22660,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,296,Rafinasi,Emission,Sulfur Dioxide (SO2),14450,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,296,Rafinasi,Emission,Particulates,1770,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,296,Rafinasi,Emission,Carbon Dioxide (CO2),13560,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,296,Rafinasi,Emission,Feedwater,501.39,liter
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,297,Flame Oven,Waste,Crude Tin,405000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,297,Flame Oven,Waste,Dry Dross (Flame Oven),77000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,297,Flame Oven,Emission,Carbon Dioxide (CO2),20500,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,297,Flame Oven,Emission,Carbon Monoxide (CO),270,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,297,Flame Oven,Emission,Nitrogen Dioxide (NO2),120,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,297,Flame Oven,Emission,Particulates,150,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,297,Flame Oven,Emission,Sulfur Dioxide (SO2),90,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,298,Casting,Waste,Tin,2540000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,298,Casting,Emission,Feedwater,250.98,liter
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,299,Gudang,Waste,Plastic,48,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,299,Gudang,Waste,Waste,1150,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,299,Gudang,Emission,Carbon Dioxide (CO2),2840,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,300,Pengapalan,Waste,RFE Tin,2520000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,300,Pengapalan,Waste,RFE Tin,20000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,300,Pengapalan,Emission,Carbon Dioxide (CO2),33610,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,301,Genset,Product,Electricity,235086.82,kWh
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,301,Genset,Waste,Waste Lube Oil,13500,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,301,Genset,Waste,Waste,80,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,301,Genset,Waste,Waste,170,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,301,Genset,Emission,Carbon Dioxide (CO2),85034.9251,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,301,Genset,Emission,Carbon Monoxide (CO),8194.2981,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,301,Genset,Emission,Nitrogen Dioxide (NO2),9971.508,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,301,Genset,Emission,Particulates,1167.857,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,301,Genset,Emission,Sulfur Dioxide (SO2),6010.7846,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,302,Office & Mess,Waste,Paper,450,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,302,Office & Mess,Waste,Sampah Organik,1100,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,302,Office & Mess,Waste,Plastic,718.62,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,302,Office & Mess,Emission,Feedwater,1152102.52,liter
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,303,Ore Getting,Waste,Material Tanah,799668000,liter
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,303,Ore Getting,Emission,Feedwater,9282833.6,liter
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,303,Ore Getting,Emission,Oversize Material,932948000,liter
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,303,Ore Getting,Emission,Carbon Dioxide (CO2),19278300,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,304,Mineral Processing,Waste,SHP,704000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,304,Mineral Processing,Waste,Waste,3000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,304,Mineral Processing,Emission,Feedwater,5569687.62,liter
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,304,Mineral Processing,Emission,Carbon Dioxide (CO2),17036640,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,304,Mineral Processing,Emission,Carbon Monoxide (CO),33860,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,304,Mineral Processing,Emission,Nitrogen Oxide (NOx),36590,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,304,Mineral Processing,Emission,Particulates,3640,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,304,Mineral Processing,Emission,Sulfur Dioxide (SO2),30150,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,304,Mineral Processing,Emission,Bahan Pengotor/Impurities,792739070,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,305,Pengangkutan,Waste,Konsentrat,6224933,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,305,Pengangkutan,Waste,SHP,704000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,305,Pengangkutan,Emission,Carbon Dioxide (CO2),301440,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,306,Pengangkutan,Waste,SHP,704000,kg
Mining,PT Timah Tbk Unit Metalurgi (Unmet) Kundur,306,Pengangkutan,Emission,Carbon Dioxide (CO2),5140,kg
Mining,Hengjaya,307,Overburden + Land Clearing,Product,Ore,2457694420,kg
Mining,Hengjaya,307,Overburden + Land Clearing,Emission,Mine Wastewater,157430030,liter
Mining,Hengjaya,307,Overburden + Land Clearing,Emission,Carbon Dioxide (CO2),5000150,kg
Mining,Hengjaya,307,Overburden + Land Clearing,Emission,Sulfur Oxide (SOx),7720,kg
Mining,Hengjaya,307,Overburden + Land Clearing,Emission,Nitrogen Oxide (NOx),127940,kg
Mining,Hengjaya,307,Overburden + Land Clearing,Emission,Particulate Matter (PM10),8990,kg
Mining,Hengjaya,307,Overburden + Land Clearing,Waste,Waste,11600,kg
Mining,Hengjaya,307,Overburden + Land Clearing,Waste,Waste,2480,kg
Mining,Hengjaya,307,Overburden + Land Clearing,Waste,Overburden Materials,2040575000,kg
Mining,Hengjaya,307,Overburden + Land Clearing,Waste,Oil,3313.6,liter
Mining,Hengjaya,307,Overburden + Land Clearing,Waste,Waste,120,kg
Mining,Hengjaya,307,Overburden + Land Clearing,Waste,Filter,46.4,kg
Mining,Hengjaya,308,Ore Getting,Emission,Carbon Dioxide (CO2),1250040,kg
Mining,Hengjaya,308,Ore Getting,Emission,Sulfur Oxide (SOx),2100,kg
Mining,Hengjaya,308,Ore Getting,Emission,Nitrogen Oxide (NOx),31980,kg
Mining,Hengjaya,308,Ore Getting,Emission,Particulate Matter (PM10),2250,kg
Mining,Hengjaya,308,Ore Getting,Waste,Waste,2900,kg
Mining,Hengjaya,308,Ore Getting,Waste,Waste,620,kg
Mining,Hengjaya,308,Ore Getting,Waste,Oil,828.4,liter
Mining,Hengjaya,308,Ore Getting,Waste,Waste,30,kg
Mining,Hengjaya,308,Ore Getting,Waste,Waste,11.6,kg
Mining,Hengjaya,309,Ore Hauling,Emission,Carbon Dioxide (CO2),5625170,kg
Mining,Hengjaya,309,Ore Hauling,Emission,Sulfur Oxide (SOx),9460,kg
Mining,Hengjaya,309,Ore Hauling,Emission,Nitrogen Oxide (NOx),143930,kg
Mining,Hengjaya,309,Ore Hauling,Emission,Particulate Matter (PM10),10120,kg
Mining,Hengjaya,309,Ore Hauling,Waste,Waste,13050,kg
Mining,Hengjaya,309,Ore Hauling,Waste,Oil,3727.8,liter
Mining,Hengjaya,309,Ore Hauling,Waste,Waste,135,kg
Mining,Hengjaya,309,Ore Hauling,Waste,Filter,52.2,kg
Mining,Hengjaya,310,Ore Barging,Product,Ore,2457694420,kg
Mining,Hengjaya,310,Ore Barging,Emission,Carbon Dioxide (CO2),625020,kg
Mining,Hengjaya,310,Ore Barging,Emission,Sulfur Oxide (SOx),1050,kg
Mining,Hengjaya,310,Ore Barging,Emission,Nitrogen Oxide (NOx),15990,kg
Mining,Hengjaya,310,Ore Barging,Emission,Particulate Matter (PM10),1120,kg
Mining,Hengjaya,310,Ore Barging,Waste,Waste,1450,kg
Mining,Hengjaya,310,Ore Barging,Waste,Waste,310,kg
Mining,Hengjaya,310,Ore Barging,Waste,Oil,414.2,liter
Mining,Hengjaya,310,Ore Barging,Waste,Waste,15,kg
Mining,Hengjaya,310,Ore Barging,Waste,Filter,5.8,kg
Mining,Hengjaya,311,Waste Disposal Area,Waste,Oil,8284,liter
Mining,Hengjaya,311,Waste Disposal Area,Waste,Waste,300,kg
Mining,Hengjaya,311,Waste Disposal Area,Waste,Filter,116,kg
Mining,Hengjaya,311,Waste Disposal Area,Waste,Waste,30,kg
Mining,Hengjaya,312,Waste Disposal Area,Waste,Waste,29000,kg
Mining,Hengjaya,312,Waste Disposal Area,Waste,Waste,6200,kg
Mining,Hengjaya,312,Waste Disposal Area,Waste,Paper,432000,kg
Mining,Hengjaya,312,Waste Disposal Area,Waste,Plastic,1820,kg
Mining,Hengjaya,312,Waste Disposal Area,Waste,Sampah Organik,1980,kg
Mining,Hengjaya,312,Waste Disposal Area,Waste,Daun Kering,2150,kg
Mining,Hengjaya,313,Waste Disposal Area,Waste,Mine Wastewater,1570030,liter
Mining,Hengjaya,313,Waste Disposal Area,Waste,Feedwater,155860000,liter
Mining,Hengjaya,313,Waste Disposal Area,Waste,Overburden Materials,2040575000,kg
Mining,Hengjaya,314,Office,Emission,Carbon Dioxide (CO2),1385110,kg
Mining,Hengjaya,314,Office,Emission,Sulfur Oxide (SOx),2330,kg
Mining,Hengjaya,314,Office,Emission,Nitrogen Oxide (NOx),35440,kg
Mining,Hengjaya,314,Office,Emission,Particulate Matter (PM10),2490,kg
Mining,Hengjaya,314,Office,Waste,Paper,4323,kg
Mining,Hengjaya,314,Office,Waste,Plastic,1817,kg
Mining,Hengjaya,314,Office,Waste,Sampah Organik,1982,kg
Mining,Hengjaya,314,Office,Waste,Daun Kering,2146,kg
Mining,Hengjaya,314,Office,Waste,Waste,30,kg
Mining,Hengjaya,314,Office,Emission,Domestic Wastewater,1589000,liter
